Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
10,"S Mogavero, FM Sauer, S Brunke, S Allert…","Candidalysin delivery to the invasion pocket is critical for host epithelial damage induced by Candida albicans",2021,"Cellular …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cmi.13378","https://scholar.google.com/scholar?cites=8374141254459748167&as_sdt=2005&sciodt=2007&hl=en",80,"2022-06-30 09:39:10","","10.1111/cmi.13378","","",,,,,10,10.00,2,5,1,"The human pathogenic fungus Candida albicans is a frequent cause of mucosal infections. Although the ability to transition from the yeast to the hypha morphology is essential for …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cmi.13378","https://scholar.google.com/scholar?q=related:R28EUxrtNnQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
11,"M Blagojevic, G Camilli, M Maxson, B Hube…","Candidalysin triggers epithelial cellular stresses that induce necrotic death",2021,"Cellular …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cmi.13371","https://scholar.google.com/scholar?cites=7853662781866334990&as_sdt=2005&sciodt=2007&hl=en",85,"2022-06-30 09:39:10","","10.1111/cmi.13371","","",,,,,11,11.00,2,5,1,"Candida albicans is a common opportunistic fungal pathogen that causes a wide range of infections from superficial mucosal to hematogenously disseminated candidiasis. The hyphal …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/cmi.13371","https://scholar.google.com/scholar?q=related:DlvZirDQ_WwJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"S Radosa, JL Sprague, SH Lau, R Tóth…","The fungivorous amoeba Protostelium aurantium targets redox homeostasis and cell wall integrity during intracellular killing of Candida parapsilosis",2021,"Cellular …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cmi.13389","https://scholar.google.com/scholar?cites=13688583973336329575&as_sdt=2005&sciodt=2007&hl=en",179,"2022-06-30 09:39:10","","10.1111/cmi.13389","","",,,,,2,2.00,0,5,1,"Predatory interactions among microbes are major evolutionary driving forces for biodiversity. The fungivorous amoeba Protostelium aurantium has a wide fungal food spectrum …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/cmi.13389","https://scholar.google.com/scholar?q=related:Zy3ROJme970J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"I Martin-Loeches, R Dickson, A Torres, H Hanberger…","The importance of airway and lung microbiome in the critically ill",2020,"Critical care","Springer","https://link.springer.com/article/10.1186/s13054-020-03219-4;","https://scholar.google.com/scholar?cites=4986089561074997334&as_sdt=2005&sciodt=2007&hl=en",166,"2022-06-30 09:39:10","HTML","10.1186/s13054-020-03219-4;","","",,,,,12,6.00,2,5,2,"During critical illness, there are a multitude of forces such as antibiotic use, mechanical ventilation, diet changes and inflammatory responses that could bring the microbiome out of …","https://link.springer.com/article/10.1186/s13054-020-03219-4;","https://scholar.google.com/scholar?q=related:Vpgo0gkmMkUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"S Radosa, F Hillmann","Host-pathogen interactions: lessons from phagocytic predation on fungi",2021,"Current Opinion in Microbiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1369527421000540","https://scholar.google.com/scholar?cites=4593158022807249273&as_sdt=2005&sciodt=2007&hl=en",32,"2022-06-30 09:39:10","HTML","","","",,,,,2,2.00,1,2,1,"Free living amoebae share striking similarities with innate immune cells in terms of cell morphology, motility and phagocytic processing of microbes. Their abilities to find, ingest and kill …","https://www.sciencedirect.com/science/article/pii/S1369527421000540","https://scholar.google.com/scholar?q=related:eWGp2uIsvj8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"KS Fröhlich, MV Gomariz","RNA-controlled regulation in Caulobacter crescentus",2021,"Current Opinion in Microbiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1369527421000084","https://scholar.google.com/scholar?cites=16542273413177006681&as_sdt=2005&sciodt=2007&hl=en",144,"2022-06-30 09:39:10","HTML","","","",,,,,4,4.00,2,2,1,"In the past decades, Caulobacter crescentus has been extensively studied, mostly regarding its dimorphic, asymmetric life cycle. Its distinct mode of reproduction and the need to …","https://www.sciencedirect.com/science/article/pii/S1369527421000084","https://scholar.google.com/scholar?q=related:WdrNSQb2keUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"M Lucchetti, M Kaminska, AK Oluwasegun…","Emulating the gut–liver axis: Dissecting the microbiome's effect on drug metabolism using multiorgan-on-chip models",2021,"Current Opinion in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2451965021000223","https://scholar.google.com/scholar?cites=8129625543945945299&as_sdt=2005&sciodt=2007&hl=en",7,"2022-06-30 09:39:10","HTML","","","",,,,,1,1.00,0,4,1,"The homeostatic relationship between the gut, its microbiome, and the liver is crucial for the regulation of drug metabolism processes. Gut microbes are known to influence human …","https://www.sciencedirect.com/science/article/pii/S2451965021000223","https://scholar.google.com/scholar?q=related:0wDXD1w70nAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
42,"CA Kumamoto, MS Gresnigt, B Hube","The gut, the bad and the harmless: Candida albicans as a commensal and opportunistic pathogen in the intestine",2020,"Current opinion in microbiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1369527420300667","https://scholar.google.com/scholar?cites=610758715061576508&as_sdt=2005&sciodt=2007&hl=en",96,"2022-06-30 09:39:10","HTML","","","",,,,,42,21.00,14,3,2,"Candida albicans is a regular member of the intestinal microbiota in the majority of the human population. This underscores C. albicans’ adaptation to life in the intestine without …","https://www.sciencedirect.com/science/article/pii/S1369527420300667","https://scholar.google.com/scholar?q=related:PCO4vtDZeQgJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"M Sorokina, E Barth, M Zulfiqar, M Kwantes, G Pohnert…","Draft genome assembly and sequencing dataset of the marine diatom Skeletonema cf. costatum RCC75",2022,"Data in Brief","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352340922001433","",167,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,6,1,"Diatoms (Bacillariophyceae) are a major constituent of the phytoplankton and have a universally recognized ecological importance. Between 1,000 and 1,300 diatom genera have been …","https://www.sciencedirect.com/science/article/pii/S2352340922001433","https://scholar.google.com/scholar?q=related:SkZytK9zxOMJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"AT Press, P Babic, B Hoffmann, T Müller…","Targeted delivery of a phosphoinositide 3‐kinase γ inhibitor to restore organ function in sepsis",2021,"EMBO molecular …","embopress.org","https://www.embopress.org/doi/abs/10.15252/emmm.202114436","https://scholar.google.com/scholar?cites=17277375991687826656&as_sdt=2005&sciodt=2007&hl=en",184,"2022-06-30 09:39:10","","10.15252/emmm.202114436","","",,,,,4,4.00,1,5,1,"Jaundice, the clinical hallmark of infection‐associated liver dysfunction, reflects altered membrane organization of the canalicular pole of hepatocytes and portends poor outcomes. Mice …","https://www.embopress.org/doi/full/10.15252/emmm.202114436","https://scholar.google.com/scholar?q=related:4Exqy-yRxe8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
22,"M Hoyos, M Huber, KU Förstner, K Papenfort","Gene autoregulation by 3'UTR-derived bacterial small RNAs",2020,"Elife","elifesciences.org","https://elifesciences.org/articles/58836","https://scholar.google.com/scholar?cites=14928637024320680514&as_sdt=2005&sciodt=2007&hl=en",118,"2022-06-30 09:39:10","","","","",,,,,22,11.00,6,4,2,"Negative feedback regulation, that is the ability of a gene to repress its own synthesis, is the most abundant regulatory motif known to biology. Frequently reported for transcriptional …","https://elifesciences.org/articles/58836.pdf","https://scholar.google.com/scholar?q=related:QvJgP0csLc8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"CA Simpson, BD Petersen, NW Haas…","The quorum‐sensing systems of Vibrio campbellii DS40M4 and BB120 are genetically and functionally distinct",2021,"Environmental …","Wiley Online Library","https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.15602","https://scholar.google.com/scholar?cites=10831933311453584641&as_sdt=2005&sciodt=2007&hl=en",164,"2022-06-30 09:39:10","","10.1111/1462-2920.15602","","",,,,,4,4.00,1,4,1,"Vibrio campbellii BB120 (previously classified as Vibrio harveyi) is a fundamental model strain for studying quorum sensing in vibrios. A phylogenetic evaluation of sequenced Vibrio …","https://sfamjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.15602","https://scholar.google.com/scholar?q=related:AV3p6_TBUpYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"NM Chaudhari, WA Overholt…","The economical lifestyle of CPR bacteria in groundwater allows little preference for environmental drivers",2021,"Environmental …","environmentalmicrobiome …","https://environmentalmicrobiome.biomedcentral.com/articles/10.1186/s40793-021-00395-w","https://scholar.google.com/scholar?cites=6225257258031996933&as_sdt=2005&sciodt=2007&hl=en",180,"2022-06-30 09:39:10","HTML","10.1186/s40793-021-00395-w","","",,,,,5,5.00,2,3,1,"The highly diverse Cand. Patescibacteria are predicted to have minimal biosynthetic and metabolic pathways, which hinders understanding of how their populations differentiate in …","https://environmentalmicrobiome.biomedcentral.com/articles/10.1186/s40793-021-00395-w","https://scholar.google.com/scholar?q=related:BWBrTH6OZFYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
7,"I Urbancic, L Schiffelers, E Jenkins, W Gong…","Aggregation and mobility of membrane proteins interplay with local lipid order in the plasma membrane of T cells",2021,"FEBS …","Wiley Online Library","https://febs.onlinelibrary.wiley.com/doi/abs/10.1002/1873-3468.14153","https://scholar.google.com/scholar?cites=8177118601469370703&as_sdt=2005&sciodt=2007&hl=en",183,"2022-06-30 09:39:10","","10.1002/1873-3468.14153","","",,,,,7,7.00,1,5,1,"To disentangle the elusive lipid–protein interactions in T‐cell activation, we investigate how externally imposed variations in mobility of key membrane proteins (T‐cell receptor [TCR], …","https://febs.onlinelibrary.wiley.com/doi/full/10.1002/1873-3468.14153","https://scholar.google.com/scholar?q=related:TyHSNgv2enEJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
3,"C Xenophontos, M Taubert…","Phylogenetic and metabolic diversity have contrasting effects on the ecological functioning of bacterial communities",2021,"FEMS Microbiology …","academic.oup.com","https://academic.oup.com/femsec/article-abstract/97/3/fiab017/6136281","https://scholar.google.com/scholar?cites=15578055003096801251&as_sdt=2005&sciodt=2007&hl=en",126,"2022-06-30 09:39:10","","","","",,,,,3,3.00,1,3,1,"Quantifying the relative contributions of microbial species to ecosystem functioning is challenging, because of the distinct mechanisms associated with microbial phylogenetic and …","https://academic.oup.com/femsec/article/97/3/fiab017/6136281?login=true","https://scholar.google.com/scholar?q=related:498UP31eMNgJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"A Last, M Maurer, A S. Mosig…","In vitro infection models to study fungal–host interactions",2021,"FEMS microbiology …","academic.oup.com","https://academic.oup.com/femsre/article-abstract/45/5/fuab005/6125970","https://scholar.google.com/scholar?cites=5553492104655003454&as_sdt=2005&sciodt=2007&hl=en",159,"2022-06-30 09:39:10","","","","",,,,,4,4.00,1,4,1,"Fungal infections (mycoses) affect over a billion people per year. Approximately, two million of these infections are life-threatening, especially for patients with a compromised immune …","https://academic.oup.com/femsre/article/45/5/fuab005/6125970","https://scholar.google.com/scholar?q=related:Pt_lQKX3EU0J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"Z Fagernäs, DC Salazar-García…","Understanding the microbial biogeography of ancient human dentitions to guide study design and interpretation",2022,"FEMS …","academic.oup.com","https://academic.oup.com/femsmicrobes/article-abstract/doi/10.1093/femsmc/xtac006/6541847","https://scholar.google.com/scholar?cites=10615744833511460330&as_sdt=2005&sciodt=2007&hl=en",111,"2022-06-30 09:39:10","","10.1093/femsmc/xtac006/6541847","","",,,,,2,2.00,1,3,1,"The oral cavity is a heterogeneous environment, varying in factors such as pH, oxygen levels, and salivary flow. These factors affect the microbial community composition and …","https://academic.oup.com/femsmicrobes/article/doi/10.1093/femsmc/xtac006/6541847?login=false","https://scholar.google.com/scholar?q=related:6o2jc66zUpMJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
6,"E Jentho, S Weis","DAMPs and innate immune training",2021,"Frontiers in Immunology","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8569823/","https://scholar.google.com/scholar?cites=17143246515529098310&as_sdt=2005&sciodt=2007&hl=en",66,"2022-06-30 09:39:10","HTML","","","",,,,,6,6.00,3,2,1,"The ability to remember a previous encounter with pathogens was long thought to be a key feature of the adaptive immune system enabling the host to mount a faster, more specific and …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8569823/","https://scholar.google.com/scholar?q=related:RqQQh-AL6e0J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"N Nils Meyer, A Rydzyk, G Pohnert","Pronounced uptake and metabolism of organic substrates by diatoms revealed by pulse-labeling metabolomics",2022,"Frontiers in Marine Science","pure.mpg.de","https://pure.mpg.de/rest/items/item_3378776/component/file_3378778/content","",174,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,3,1,"Diatoms contribute as a dominant group of microalgae to approximately 20% of the global carbon fixation. In the plankton, these photosynthetic algae are exposed to a plethora of …","https://pure.mpg.de/rest/items/item_3378776/component/file_3378777/content","https://scholar.google.com/scholar?q=related:JJDiezDdWSMJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"I Hänel, E Müller, BG Santamarina…","Antimicrobial Susceptibility and Genomic Analysis of Aliarcobacter cibarius and Aliarcobacter thereius, Two Rarely Detected Aliarcobacter Species",2021,"Frontiers in cellular …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fcimb.2021.532989/full?utm_source=dlvr.it&utm_medium=twitter","",75,"2022-06-30 09:39:10","HTML","10.3389/fcimb.2021.532989","","",,,,,0,0.00,0,4,1,"Arcobacter cibarius and Arcobacter thereius are two rarely detected Arcobacter species. In the study, we analyzed the antimicrobial susceptibility and provide with whole-genome …","https://www.frontiersin.org/articles/10.3389/fcimb.2021.532989/full?utm_source=dlvr.it&utm_medium=twitter","https://scholar.google.com/scholar?q=related:f5_S7ZSPRo0J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"F Siwczak, E Loffet, M Kaminska, H Koceva…","Intestinal Stem Cell-on-Chip to Study Human Host-Microbiota Interaction",2021,"Frontiers in …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8685395/","https://scholar.google.com/scholar?cites=3902317899013748487&as_sdt=2005&sciodt=2007&hl=en",49,"2022-06-30 09:39:10","HTML","","","",,,,,2,2.00,0,5,1,"The gut is a tubular organ responsible for nutrient absorption and harbors our intestinal microbiome. This organ is composed of a multitude of specialized cell types arranged in complex …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8685395/","https://scholar.google.com/scholar?q=related:B_dcK3TRJzYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"N Witt, S Andreotti, A Busch, K Neubert…","Rapid and Culture Free Identification of Francisella in Hare Carcasses by High-Resolution Tandem Mass Spectrometry Proteotyping",2020,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2020.00636/full","https://scholar.google.com/scholar?cites=15852454700311676761&as_sdt=2005&sciodt=2007&hl=en",94,"2022-06-30 09:39:10","HTML","10.3389/fmicb.2020.00636","","",,,,,2,1.00,0,5,2,"Zoonotic pathogens that can be transmitted via food to humans have a high potential for large-scale emergencies, comprising severe effects on public health, critical infrastructures, and …","https://www.frontiersin.org/articles/10.3389/fmicb.2020.00636/full","https://scholar.google.com/scholar?q=related:WYcMXo87_9sJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"P Thomas, MY Abdel-Glil, A Subbaiyan…","First Comparative Analysis of Clostridium septicum Genomes Provides Insights Into the Taxonomy, Species Genetic Diversity, and Virulence Related to Gas …",2021,"Frontiers in …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8696124/","",185,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,4,1,"Clostridium septicum is a Gram-positive, toxin-producing, and spore-forming bacterium that is recognized, together with C. perfringens, as the most important etiologic agent of …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8696124/","https://scholar.google.com/scholar?q=related:NzXEY-tNO5UJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"A Marfil-Sánchez, L Zhang, P Alonso-Pernas…","An integrative understanding of the large metabolic shifts induced by antibiotics in critical illness",2021,"Gut …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/19490976.2021.1993598","https://scholar.google.com/scholar?cites=4076264771188522644&as_sdt=2005&sciodt=2007&hl=en",158,"2022-06-30 09:39:10","","10.1080/19490976.2021.1993598","","",,,,,2,2.00,1,4,1,"Antibiotics are commonly used in the Intensive Care Unit (ICU); however, several studies showed that the impact of antibiotics to prevent infection, multi-organ failure, and death in the …","https://www.tandfonline.com/doi/pdf/10.1080/19490976.2021.1993598","https://scholar.google.com/scholar?q=related:lH4hYTbNkTgJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"Y Wu, Z Zeng, Y Guo, L Song, JE Weatherhead…","Candida albicans elicits protective allergic responses via platelet mediated T helper 2 and T helper 17 cell polarization",2021,"Immunity","Elsevier","https://www.sciencedirect.com/science/article/pii/S1074761321003393","https://scholar.google.com/scholar?cites=14083969887971006357&as_sdt=2005&sciodt=2007&hl=en",151,"2022-06-30 09:39:10","HTML","","","",,,,,12,12.00,2,6,1,"Fungal airway infection (airway mycosis) is an important cause of allergic airway diseases such as asthma, but the mechanisms by which fungi trigger asthmatic reactions are poorly …","https://www.sciencedirect.com/science/article/pii/S1074761321003393","https://scholar.google.com/scholar?q=related:lVfPN_5PdMMJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"F Bloos, J Held, S Kluge, P Simon, K Kogelmann…","(1→ 3)-β-d-Glucan-guided antifungal therapy in adults with sepsis: the CandiSep randomized clinical trial",2022,"Intensive Care …","Springer","https://link.springer.com/article/10.1007/s00134-022-06733-x","",135,"2022-06-30 09:39:10","HTML","10.1007/s00134-022-06733-x","","",,,,,0,0.00,0,6,1,"Purpose To investigate whether (1→ 3)-β-d-Glucan (BDG)-guidance shortens time to antifungal therapy and thereby reduces mortality of sepsis patients with high risk of invasive …","https://link.springer.com/article/10.1007/s00134-022-06733-x",""
3,"F Hornung, J Rogal, P Loskill, B Löffler…","The Inflammatory Profile of Obesity and the Role on Pulmonary Bacterial and Viral Infections",2021,"International Journal of …","mdpi.com","https://www.mdpi.com/1050214","https://scholar.google.com/scholar?cites=11943020514359720428&as_sdt=2005&sciodt=2007&hl=en",64,"2022-06-30 09:39:10","","","","",,,,,3,3.00,1,5,1,"Obesity is a globally increasing health problem, entailing diverse comorbidities such as infectious diseases. An obese weight status has marked effects on lung function that can be …","https://www.mdpi.com/1422-0067/22/7/3456/pdf","https://scholar.google.com/scholar?q=related:7Dmdh-EhvqUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
3,"J Möller, A Busch, C Berens, H Hotzel…","Newly Isolated Animal Pathogen Corynebacterium silvaticum Is Cytotoxic to Human Epithelial Cells",2021,"International journal of …","mdpi.com","https://www.mdpi.com/1422-0067/22/7/3549","https://scholar.google.com/scholar?cites=16747262840854323397&as_sdt=2005&sciodt=2007&hl=en",67,"2022-06-30 09:39:10","","","","",,,,,3,3.00,1,5,1,"Corynebacterium silvaticum is a newly identified animal pathogen of forest animals such as roe deer and wild boars. The species is closely related to the emerging human pathogen …","https://www.mdpi.com/1422-0067/22/7/3549/htm","https://scholar.google.com/scholar?q=related:xaA4rdI6augJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"L Liu, C Sanchez-Arcos, G Pohnert, D Wei","Untargeted Metabolomics Unveil Changes in Autotrophic and Mixotrophic Galdieria sulphuraria Exposed to High-Light Intensity",2021,"International journal of …","mdpi.com","https://www.mdpi.com/975776","https://scholar.google.com/scholar?cites=1811419413310105701&as_sdt=2005&sciodt=2007&hl=en",84,"2022-06-30 09:39:10","","","","",,,,,2,2.00,1,4,1,"The thermoacidophilic red alga Galdieria sulphuraria has been optimizing a photosynthetic system for low-light conditions over billions of years, thriving in hot and acidic endolithic …","https://www.mdpi.com/1422-0067/22/3/1247/pdf","https://scholar.google.com/scholar?q=related:ZWiY7Vt0IxkJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
7,"T Gray, G Storz, K Papenfort","Small proteins; big questions",2021,"Journal of Bacteriology","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/JB.00341-21","https://scholar.google.com/scholar?cites=12693840422121423775&as_sdt=2005&sciodt=2007&hl=en",123,"2022-06-30 09:39:10","","10.1128/JB.00341-21","","",,,,,7,7.00,2,3,1,"In recent years, there has been increased appreciation that a whole category of proteins, small proteins of around 50 amino acids or fewer in length, has been missed by annotation as …","https://scholar.google.com/scholar?output=instlink&q=info:n8MK7JuUKbAJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=7366181239926043594&oi=lle","https://scholar.google.com/scholar?q=related:n8MK7JuUKbAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"MN Ezediokpu, K Krause, M Kunert, D Hoffmeister…","Ectomycorrhizal Influence on the Dynamics of Sesquiterpene Release by Tricholoma vaccinum",2022,"Journal of Fungi","mdpi.com","https://www.mdpi.com/2309-608X/8/6/555","",6,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,5,1,"Tricholoma vaccinum is an ectomycorrhizal basidiomycete with high host specificity. The slow-growing fungus is able to produce twenty sesquiterpenes, including α-barbatene, sativene…","https://www.mdpi.com/2309-608X/8/6/555/pdf?version=1653399306","https://scholar.google.com/scholar?q=related:-7DwIu0a4K4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"S Wirth, D Freihorst, K Krause, E Kothe","What Role Might Non-Mating Receptors Play in Schizophyllum commune?",2021,"Journal of Fungi","mdpi.com","https://www.mdpi.com/2309-608X/7/5/399","https://scholar.google.com/scholar?cites=10925488953067703192&as_sdt=2005&sciodt=2007&hl=en",33,"2022-06-30 09:39:10","","","","",,,,,5,5.00,1,4,1,"The B mating-type locus of the tetrapolar basidiomycete Schizophyllum commune encodes pheromones and pheromone receptors in multiple allelic specificities. This work adds …","https://www.mdpi.com/2309-608X/7/5/399/htm","https://scholar.google.com/scholar?q=related:mAsOLVEin5cJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"A Gil-de-la-Fuente, M Mamani-Huanca, MC Stroe…","Aspergillus Metabolome Database for Mass Spectrometry Metabolomics",2021,"Journal of Fungi","mdpi.com","https://www.mdpi.com/2309-608X/7/5/387","https://scholar.google.com/scholar?cites=3009431056566467121&as_sdt=2005&sciodt=2007&hl=en",129,"2022-06-30 09:39:10","","","","",,,,,1,1.00,0,4,1,"The Aspergillus Metabolome Database is a free online resource to perform metabolite annotation in mass spectrometry studies devoted to the genus Aspergillus. The database was …","https://www.mdpi.com/2309-608X/7/5/387/pdf","https://scholar.google.com/scholar?q=related:MTqs7pmlwykJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"Z Sun, F Tuitje, C Spielmann","A review of high‐resolution microscopic ghost imaging with a low‐dose pseudothermal light",2021,"Journal of Microscopy","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/jmi.13048","",74,"2022-06-30 09:39:10","","10.1111/jmi.13048","","",,,,,0,0.00,0,3,1,"A review of highâ•’resolution microscopic ghost imaging with a low dose pseudothermal light Page 1 This article has been accepted for publication and undergone full peer review but …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/jmi.13048","https://scholar.google.com/scholar?q=related:uIdLHvErWu4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
8,"B Goretzki, C Guhl, F Tebbe, JM Harder…","Unstructural biology of TRP ion channels: The role of intrinsically disordered regions in channel function and regulation",2021,"Journal of Molecular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022283621001315","https://scholar.google.com/scholar?cites=1563220745944007493&as_sdt=2005&sciodt=2007&hl=en",125,"2022-06-30 09:39:10","HTML","","","",,,,,8,8.00,2,5,1,"The first genuine high-resolution single particle cryo-electron microscopy structure of a membrane protein determined was a transient receptor potential (TRP) ion channel, TRPV1, in …","https://www.sciencedirect.com/science/article/pii/S0022283621001315","https://scholar.google.com/scholar?q=related:RYODc_yssRUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"S Rak Lee, F Schalk, JW Schwitalla…","Polyhalogenation of Isoflavonoids by the Termite-Associated Actinomadura sp. RB99",2020,"Journal of Natural …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jnatprod.0c00676","https://scholar.google.com/scholar?cites=5458446804517498737&as_sdt=2005&sciodt=2007&hl=en",82,"2022-06-30 09:39:10","","10.1021/acs.jnatprod.0c00676","","",,,,,4,2.00,1,4,2,"Based on high-resolution tandem mass spectrometry (HR-MS 2 ) and global natural products social molecular networking (GNPS), we found that plant-derived daidzein and genistein …","https://pubs.acs.org/doi/full/10.1021/acs.jnatprod.0c00676","https://scholar.google.com/scholar?q=related:ca-h2HJMwEsJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"M Borry, A Hübner, C Warinner","sam2lca: Lowest Common Ancestor for SAM/BAM/CRAM alignment files",2022,"Journal of Open Source Software","joss.theoj.org","https://joss.theoj.org/papers/10.21105/joss.04360.pdf","",8,"2022-06-30 09:39:10","PDF","10.21105/joss.04360","","",,,,,0,0.00,0,3,1,"In a typical shotgun metagenomics approach, after the DNA of an ecological community has been sequenced, it is compared to a genetic reference database of organisms with known …","https://joss.theoj.org/papers/10.21105/joss.04360.pdf","https://scholar.google.com/scholar?q=related:BXd2yEsc2TwJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"A Busch, H Hotzel, U Methner","Complete genome and plasmid sequences of a multidrug-resistant Salmonella enterica subsp. enterica serovar Panama isolate from a German cattle farm",2020,"Journal of genomics","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7425046/","https://scholar.google.com/scholar?cites=7553618616118312029&as_sdt=2005&sciodt=2007&hl=en",44,"2022-06-30 09:39:10","HTML","","","",,,,,1,0.50,0,3,2,"We describe a rare isolate of Salmonella enterica subsp. enterica serovar Panama with an extended-spectrum β-lactamase (ESBL) profile from a German cattle-fattening farm. Applying …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7425046/","https://scholar.google.com/scholar?q=related:XXyCThzY02gJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
